customer_id,first_name,last_name,street,city,state,zip,closest_store_id,distance_to_store,full_address,latitude,longitude,closest_station,distance_to_station
1093,Esmaria,Bythway,77748 Summer Ridge Street,Berkeley,CA,94702,1,2,"77748 Summer Ridge Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1094,Nicolas,Reihill,56703 John Wall Pass,Berkeley,CA,94702,1,2,"56703 John Wall Pass, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1095,Nesta,Tallon,91136 Sunnyside Center,Berkeley,CA,94702,1,2,"91136 Sunnyside Center, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1096,Darelle,Drage,9 Logan Trail,Berkeley,CA,94702,1,2,"9 Logan Trail, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1097,Kinnie,Reily,9 Mifflin Parkway,Berkeley,CA,94702,1,2,"9 Mifflin Parkway, Berkeley, CA 94702",37.8673244,-122.2939889,North Berkeley,0.7730374133685197
1098,Junina,Philcott,76 Browning Center,Berkeley,CA,94702,1,2,"76 Browning Center, Berkeley, CA 94702",37.8650308,-122.2875812,North Berkeley,0.6715963858731362
1099,Mathilda,Toner,4388 Luster Junction,Berkeley,CA,94702,1,2,"4388 Luster Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1100,Randi,Olliff,569 Jackson Street,Berkeley,CA,94702,1,2,"569 Jackson Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1101,Michele,Yexley,893 Laurel Junction,Berkeley,CA,94702,1,2,"893 Laurel Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1102,Cozmo,Waterdrinker,8 Coolidge Drive,Berkeley,CA,94702,1,2,"8 Coolidge Drive, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1103,Lexy,Gioani,18651 Kropf Place,Berkeley,CA,94702,1,2,"18651 Kropf Place, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1104,Patton,Teml,27878 Tony Drive,Berkeley,CA,94702,1,2,"27878 Tony Drive, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1105,Retha,Aucock,5045 Mcbride Trail,Berkeley,CA,94702,1,2,"5045 Mcbride Trail, Berkeley, CA 94702",37.8647239,-122.2661506,Downtown Berkeley,0.36746940006400886
1106,Bryn,Helstrip,66 Lotheville Place,Berkeley,CA,94702,1,2,"66 Lotheville Place, Berkeley, CA 94702",37.8487809,-122.2870843,Ashby,0.9821983082354014
1107,Dannie,Dadds,56469 Lyons Plaza,Berkeley,CA,94702,1,2,"56469 Lyons Plaza, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1108,Vivien,Izkovicz,31 Mcbride Crossing,Berkeley,CA,94702,1,2,"31 Mcbride Crossing, Berkeley, CA 94702",37.8647239,-122.2661506,Downtown Berkeley,0.36746940006400886
1109,Annaliese,Tremolieres,79 Commercial Road,Berkeley,CA,94702,1,2,"79 Commercial Road, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1110,Bald,Delgadillo,94651 Di Loreto Place,Berkeley,CA,94702,1,2,"94651 Di Loreto Place, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1111,Mufi,Tremaine,53943 Melrose Way,Berkeley,CA,94702,1,2,"53943 Melrose Way, Berkeley, CA 94702",37.8713075,-122.2821343,North Berkeley,0.18127944163883566
1112,Cassey,Rolfi,24 Sunfield Junction,Berkeley,CA,94702,1,2,"24 Sunfield Junction, Berkeley, CA 94702",37.8446257,-122.2521409,Rockridge,0.012391227182962086
1113,Israel,O'Dunniom,4243 Sugar Park,Berkeley,CA,94702,1,2,"4243 Sugar Park, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1114,Catha,Crudginton,12070 Northland Junction,Berkeley,CA,94702,1,2,"12070 Northland Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1115,Adaline,Filipychev,6 Elmside Parkway,Berkeley,CA,94702,1,2,"6 Elmside Parkway, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1116,Monique,Darrigoe,5255 8th Place,Berkeley,CA,94702,1,2,"5255 8th Place, Berkeley, CA 94702",37.8537274,-122.2907853,Ashby,1.139903393285554
1117,Anabelle,Beenham,43 Park Meadow Crossing,Berkeley,CA,94702,1,2,"43 Park Meadow Crossing, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1118,Kristo,Diprose,1039 Logan Avenue,Berkeley,CA,94702,1,2,"1039 Logan Avenue, Berkeley, CA 94702",37.8504415,-122.2873866,Ashby,0.9702194133994274
1119,Megan,Mangeney,85157 Buena Vista Center,Berkeley,CA,94702,1,2,"85157 Buena Vista Center, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1120,Melvyn,Robbie,85 Bobwhite Junction,Berkeley,CA,94702,1,2,"85 Bobwhite Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1121,Mandel,Tubritt,43335 Comanche Terrace,Berkeley,CA,94702,1,2,"43335 Comanche Terrace, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1122,Talya,Itskovitz,8 Old Shore Street,Berkeley,CA,94702,1,2,"8 Old Shore Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1123,Michelle,Philpott,88764 Ilene Way,Berkeley,CA,94702,1,2,"88764 Ilene Way, Berkeley, CA 94702",37.8713075,-122.2821343,North Berkeley,0.18127944163883566
1124,Ted,Paxeford,789 School Parkway,Berkeley,CA,94702,1,2,"789 School Parkway, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1125,Budd,Logesdale,5959 Vidon Crossing,Berkeley,CA,94702,1,2,"5959 Vidon Crossing, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1126,Augustin,Barthelemy,68735 Hansons Park,Berkeley,CA,94702,1,2,"68735 Hansons Park, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1127,Ingmar,Tutin,7030 Hermina Hill,Berkeley,CA,94702,1,2,"7030 Hermina Hill, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1128,Burty,Calderon,10 Sage Lane,Berkeley,CA,94702,1,2,"10 Sage Lane, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1129,Gustav,Blanshard,71 Northfield Parkway,Berkeley,CA,94702,1,2,"71 Northfield Parkway, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1130,Umeko,O' Culligan,988 Bunting Trail,Berkeley,CA,94702,1,2,"988 Bunting Trail, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1131,Leicester,Ygo,867 Debra Road,Berkeley,CA,94702,1,2,"867 Debra Road, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1132,Bard,Pierro,5 Dahle Street,Berkeley,CA,94702,1,2,"5 Dahle Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1133,Elene,Tring,2263 Corben Parkway,Berkeley,CA,94702,1,2,"2263 Corben Parkway, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1134,Cordelie,Geroldini,2590 Forest Run Court,Berkeley,CA,94702,1,2,"2590 Forest Run Court, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1135,Chrysa,Matthieson,2812 Fremont Avenue,Berkeley,CA,94702,1,2,"2812 Fremont Avenue, Berkeley, CA 94702",37.8382189,-122.2841255,MacArthur,1.1494894573764547
1136,Junina,Philson,28 Clarendon Plaza,Berkeley,CA,94702,1,2,"28 Clarendon Plaza, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1137,Betta,Yele,46791 Hansons Court,Berkeley,CA,94702,1,2,"46791 Hansons Court, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1138,Babette,Patifield,818 Dryden Circle,Berkeley,CA,94702,1,2,"818 Dryden Circle, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1139,Jeni,Fincken,4889 Welch Way,Berkeley,CA,94702,1,2,"4889 Welch Way, Berkeley, CA 94702",37.8713075,-122.2821343,North Berkeley,0.18127944163883566
1140,Kristyn,Heims,8 Rigney Hill,Berkeley,CA,94702,1,2,"8 Rigney Hill, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1141,Solly,Stickings,60 Novick Place,Berkeley,CA,94702,1,2,"60 Novick Place, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1142,Edith,Polet,690 Montana Road,Berkeley,CA,94702,1,2,"690 Montana Road, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1143,Stearn,O'Crigane,4 Sunbrook Junction,Berkeley,CA,94702,1,2,"4 Sunbrook Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1144,Maxy,Reubbens,409 Ridgeview Court,Berkeley,CA,94702,1,2,"409 Ridgeview Court, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1145,Boony,Fitzsymons,4345 Dennis Lane,Berkeley,CA,94702,1,2,"4345 Dennis Lane, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1146,Alina,Persian,2 Schlimgen Street,Berkeley,CA,94702,1,2,"2 Schlimgen Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1147,Axel,Voss,2 Crescent Oaks Circle,Berkeley,CA,94702,1,2,"2 Crescent Oaks Circle, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1148,Gabriellia,Sprake,99 Doe Crossing Road,Berkeley,CA,94702,1,2,"99 Doe Crossing Road, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1149,Maddie,Epilet,85 Dapin Parkway,Berkeley,CA,94702,1,2,"85 Dapin Parkway, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1150,Anders,Pudding,45823 Pleasure Drive,Berkeley,CA,94702,1,2,"45823 Pleasure Drive, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1151,Desdemona,Musslewhite,87749 Grim Road,Berkeley,CA,94702,1,2,"87749 Grim Road, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1152,Reid,Lauchlan,47 Hanover Junction,Berkeley,CA,94702,1,2,"47 Hanover Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1153,Marleen,Chilcotte,85 Eliot Alley,Berkeley,CA,94702,1,2,"85 Eliot Alley, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1154,Rex,Earland,60511 Anderson Court,Berkeley,CA,94702,1,2,"60511 Anderson Court, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1155,Ivett,Kermitt,32099 6th Road,Berkeley,CA,94702,1,2,"32099 6th Road, Berkeley, CA 94702",37.8723332,-122.2990507,North Berkeley,0.9085645977141513
1156,Gale,Hackelton,94 Sherman Trail,Berkeley,CA,94702,1,2,"94 Sherman Trail, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1157,Stephi,oldey,12126 Sloan Parkway,Berkeley,CA,94702,1,2,"12126 Sloan Parkway, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1158,Babita,Friday,57 Pennsylvania Park,Berkeley,CA,94702,1,2,"57 Pennsylvania Park, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1159,Daniel,Klaessen,818 Logan Alley,Berkeley,CA,94702,1,2,"818 Logan Alley, Berkeley, CA 94702",37.8504415,-122.2873866,Ashby,0.9702194133994274
1160,Felizio,Tylor,77198 Troy Road,Berkeley,CA,94702,1,2,"77198 Troy Road, Berkeley, CA 94702",37.8916418,-122.2788356,North Berkeley,1.239356054144993
1161,Elena,Traylen,942 Jana Pass,Berkeley,CA,94702,1,2,"942 Jana Pass, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1162,Chloette,Sones,15111 Autumn Leaf Street,Berkeley,CA,94702,1,2,"15111 Autumn Leaf Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1163,Lebbie,Dabnot,83 Lakeland Terrace,Berkeley,CA,94702,1,2,"83 Lakeland Terrace, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1164,Cristobal,Errett,79 Heath Drive,Berkeley,CA,94702,1,2,"79 Heath Drive, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1165,Ernest,Mitrikhin,18951 6th Avenue,Berkeley,CA,94702,1,2,"18951 6th Avenue, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1166,Tatiania,Bresner,485 Texas Crossing,Berkeley,CA,94702,1,2,"485 Texas Crossing, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1167,Sheri,Eard,5 Carioca Way,Berkeley,CA,94702,1,2,"5 Carioca Way, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1168,Charlot,Clutram,192 Nevada Place,Berkeley,CA,94702,1,2,"192 Nevada Place, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1169,Freemon,De Ortega,323 Norway Maple Court,Berkeley,CA,94702,1,2,"323 Norway Maple Court, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1170,Kain,Hughson,9 Linden Road,Berkeley,CA,94702,1,2,"9 Linden Road, Berkeley, CA 94702",37.8673244,-122.2939889,North Berkeley,0.7730374133685197
1171,Johnathan,Harefoot,6 Weeping Birch Junction,Berkeley,CA,94702,1,2,"6 Weeping Birch Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1172,Rebbecca,But,513 Vahlen Avenue,Berkeley,CA,94702,1,2,"513 Vahlen Avenue, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1173,Orton,Kapiloff,82473 Walton Way,Berkeley,CA,94702,1,2,"82473 Walton Way, Berkeley, CA 94702",37.8713075,-122.2821343,North Berkeley,0.18127944163883566
1174,Kenn,Saffer,17085 Old Shore Circle,Berkeley,CA,94702,1,2,"17085 Old Shore Circle, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1175,Edgardo,Sharratt,4 New Castle Parkway,Berkeley,CA,94702,1,2,"4 New Castle Parkway, Berkeley, CA 94702",37.8156883,-122.1955119,Fruitvale,3.2249167491188238
1176,Rodina,McDuffie,533 Glendale Lane,Berkeley,CA,94702,1,2,"533 Glendale Lane, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1177,Veronike,Grouer,7216 Milwaukee Terrace,Berkeley,CA,94702,1,2,"7216 Milwaukee Terrace, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1178,Frieda,Bagwell,782 Forster Street,Berkeley,CA,94702,1,2,"782 Forster Street, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1179,Ferrel,Cush,4815 Florence Center,Berkeley,CA,94702,1,2,"4815 Florence Center, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1180,Vi,Biasetti,50863 Loftsgordon Alley,Berkeley,CA,94702,1,2,"50863 Loftsgordon Alley, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1181,Jacquette,Klaas,4 Rusk Road,Berkeley,CA,94702,1,2,"4 Rusk Road, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1182,Hesther,Burne,4345 Valley Edge Plaza,Berkeley,CA,94702,1,2,"4345 Valley Edge Plaza, Berkeley, CA 94702",37.8669952,-122.284768,North Berkeley,0.49238600058163934
1183,Nickola,Jovasevic,8320 Division Crossing,Berkeley,CA,94702,1,2,"8320 Division Crossing, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1184,Artemus,Letherbury,677 Summer Ridge Junction,Berkeley,CA,94702,1,2,"677 Summer Ridge Junction, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1185,Fred,Peoples,3499 Forest Dale Point,Berkeley,CA,94702,1,2,"3499 Forest Dale Point, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1186,Lauren,Pettett,1820 Grayhawk Point,Berkeley,CA,94702,1,2,"1820 Grayhawk Point, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1187,Stacie,Fergyson,98 Raven Center,Berkeley,CA,94702,1,2,"98 Raven Center, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1188,Spence,Weldon,9 Comanche Lane,Berkeley,CA,94702,1,2,"9 Comanche Lane, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1189,Dare,Hizir,4 Lindbergh Circle,Berkeley,CA,94702,1,2,"4 Lindbergh Circle, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1190,Grantley,Cathrae,4773 High Crossing Center,Berkeley,CA,94702,1,2,"4773 High Crossing Center, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1191,Jorgan,Lippett,7413 Bunker Hill Place,Berkeley,CA,94702,1,2,"7413 Bunker Hill Place, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1192,Even,Kunert,2980 Myrtle Park,Berkeley,CA,94702,1,2,"2980 Myrtle Park, Berkeley, CA 94702",37.8680576,-122.2852374,North Berkeley,0.42982737767643014
1193,Bruno,Meriguet,4097 Warner Crossing,Berkeley,CA,94709,1,2,"4097 Warner Crossing, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1194,Allegra,Alonso,96463 Trailsway Hill,Berkeley,CA,94709,1,2,"96463 Trailsway Hill, Berkeley, CA 94709",37.874601,-122.2683574,Downtown Berkeley,0.3313027650618379
1195,Guthrie,Duffield,191 Scott Circle,Berkeley,CA,94709,1,2,"191 Scott Circle, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1196,Raphael,Klimke,3 Hansons Trail,Berkeley,CA,94709,1,2,"3 Hansons Trail, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1197,Adrianna,Westphalen,3 Fieldstone Drive,Berkeley,CA,94709,1,2,"3 Fieldstone Drive, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1198,Norah,Chant,3 Bartillon Hill,Berkeley,CA,94709,1,2,"3 Bartillon Hill, Berkeley, CA 94709",37.874601,-122.2683574,Downtown Berkeley,0.3313027650618379
1199,Tildie,Creech,38359 Pawling Pass,Berkeley,CA,94709,1,2,"38359 Pawling Pass, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1200,Gavan,Ghidetti,3 Blue Bill Park Drive,Berkeley,CA,94709,1,2,"3 Blue Bill Park Drive, Berkeley, CA 94709",37.8905753,-122.2382342,Downtown Berkeley,2.1762418071113165
1201,Tamma,Franciskiewicz,31863 Veith Court,Berkeley,CA,94709,1,2,"31863 Veith Court, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1202,Tome,Demageard,96 Judy Hill,Berkeley,CA,94709,1,2,"96 Judy Hill, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1203,Sheila-kathryn,Mitskevich,98 Linden Lane,Berkeley,CA,94709,1,2,"98 Linden Lane, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1204,Lukas,Agates,1393 Schurz Circle,Berkeley,CA,94709,1,2,"1393 Schurz Circle, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1205,Truda,Snaden,7203 Independence Way,Berkeley,CA,94709,1,2,"7203 Independence Way, Berkeley, CA 94709",37.8725391,-122.2719816,Downtown Berkeley,0.28022470808548894
1206,Consolata,Leyrroyd,6280 Sachtjen Avenue,Berkeley,CA,94709,1,2,"6280 Sachtjen Avenue, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1207,Sheffy,Pagram,5 Springs Plaza,Berkeley,CA,94709,1,2,"5 Springs Plaza, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1208,Loy,Macy,858 Valley Edge Point,Berkeley,CA,94709,1,2,"858 Valley Edge Point, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1209,Biddy,Rossbrook,56 Rusk Terrace,Berkeley,CA,94709,1,2,"56 Rusk Terrace, Berkeley, CA 94709",37.8785075,-122.2516631,Downtown Berkeley,1.085253759114938
1210,Gunar,Culpen,97 Red Cloud Street,Berkeley,CA,94709,1,2,"97 Red Cloud Street, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1211,Issiah,Hefforde,591 Sage Center,Berkeley,CA,94709,1,2,"591 Sage Center, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1212,Pansy,Peris,7 Bartillon Drive,Berkeley,CA,94709,1,2,"7 Bartillon Drive, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1213,Kassi,McKerton,6023 Riverside Pass,Berkeley,CA,94709,1,2,"6023 Riverside Pass, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1214,Leopold,Cheston,80718 Tennessee Drive,Berkeley,CA,94709,1,2,"80718 Tennessee Drive, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1215,Ari,Corradengo,9409 Macpherson Hill,Berkeley,CA,94709,1,2,"9409 Macpherson Hill, Berkeley, CA 94709",37.874601,-122.2683574,Downtown Berkeley,0.3313027650618379
1216,Dorri,Annable,10 Redwing Crossing,Berkeley,CA,94709,1,2,"10 Redwing Crossing, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1217,Enrica,Stowers,9 Sherman Plaza,Berkeley,CA,94709,1,2,"9 Sherman Plaza, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1218,Alvina,Cordery,65541 Sage Point,Berkeley,CA,94709,1,2,"65541 Sage Point, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1219,Goddard,Atlee,62953 Johnson Way,Berkeley,CA,94709,1,2,"62953 Johnson Way, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1220,Pren,Ector,64207 Ramsey Circle,Berkeley,CA,94709,1,2,"64207 Ramsey Circle, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1221,Dyana,Caven,352 Melby Circle,Berkeley,CA,94709,1,2,"352 Melby Circle, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1222,Vivyan,Mc Meekan,9733 Mallard Drive,Berkeley,CA,94709,1,2,"9733 Mallard Drive, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1223,Kain,Canto,49224 Emmet Terrace,Berkeley,CA,94709,1,2,"49224 Emmet Terrace, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1224,Celie,Reveley,8 Dovetail Terrace,Berkeley,CA,94709,1,2,"8 Dovetail Terrace, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1225,Rozamond,Abisetti,9 American Crossing,Berkeley,CA,94709,1,2,"9 American Crossing, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1226,Berne,Zaczek,3 Fulton Park,Berkeley,CA,94709,1,2,"3 Fulton Park, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1227,Britney,Coronado,73267 Lien Hill,Berkeley,CA,94709,1,2,"73267 Lien Hill, Berkeley, CA 94709",37.874601,-122.2683574,Downtown Berkeley,0.3313027650618379
1228,Hermine,Tompkinson,140 Roth Trail,Berkeley,CA,94709,1,2,"140 Roth Trail, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1229,Winnifred,Covotti,12 8th Hill,Berkeley,CA,94709,1,2,"12 8th Hill, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1230,Suzanna,Fishly,3663 Sundown Terrace,Berkeley,CA,94709,1,2,"3663 Sundown Terrace, Berkeley, CA 94709",37.91046,-122.1663024,Orinda,2.406075209052312
1231,Kelcy,Skotcher,60810 School Point,Berkeley,CA,94709,1,2,"60810 School Point, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1232,Sybilla,Beneyto,453 Thackeray Drive,Berkeley,CA,94709,1,2,"453 Thackeray Drive, Berkeley, CA 94709",37.8278749,-122.1976011,Rockridge,3.1918227081917023
1233,Justinn,Leyre,7 Upham Court,Berkeley,CA,94709,1,2,"7 Upham Court, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1234,Ogdon,Duxbury,48229 School Lane,Berkeley,CA,94709,1,2,"48229 School Lane, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1235,Romola,Jouanny,16 Vidon Crossing,Berkeley,CA,94709,1,2,"16 Vidon Crossing, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1236,Chrystel,Purcell,5 Gateway Way,Berkeley,CA,94709,1,2,"5 Gateway Way, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1237,Fina,Surtees,91 Johnson Place,Berkeley,CA,94709,1,2,"91 Johnson Place, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1238,Ettie,Martynikhin,4806 Di Loreto Alley,Berkeley,CA,94709,1,2,"4806 Di Loreto Alley, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1239,May,Hanrott,3298 Sheridan Circle,Berkeley,CA,94709,1,2,"3298 Sheridan Circle, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1240,Byran,Barroux,9757 Schiller Place,Berkeley,CA,94709,1,2,"9757 Schiller Place, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
1241,Gerardo,Doge,57745 John Wall Terrace,Berkeley,CA,94709,1,2,"57745 John Wall Terrace, Berkeley, CA 94709",37.8796524,-122.2668066,Downtown Berkeley,0.6838122716522947
